,5.000,2.500
1362,32.26,12.5
1363,32.28,10.8
1364,32.3,6.66
1365,32.32,9.16
1366,32.34,6.66
1367,32.36,12.5
1368,32.38,5.83
1369,32.4,5.0
1370,32.42,4.16
1371,32.44,9.16
1372,32.46,4.16
1373,32.48,5.0
1374,32.5,9.16
1375,32.52,9.16
1376,32.54,9.16
1377,32.56,7.5
1378,32.58,10.8
1379,32.6,9.16
1380,32.62,10.0
1381,32.64,5.83
1382,32.66,10.0
1383,32.68,6.66
1384,32.7,9.16
1385,32.72,8.33
1386,32.74,4.16
1387,32.76,5.0
1388,32.78,10.8
1389,32.8,7.5
1390,32.82,10.0
1391,32.84,6.66
1392,32.86,11.6
1393,32.88,7.5
1394,32.9,4.16
1395,32.92,13.3
1396,32.94,1.66
1397,32.96,2.5
1398,32.98,5.0
1399,33.0,4.16
1400,33.02,6.66
1401,33.04,8.33
1402,33.06,10.0
1403,33.08,8.33
1404,33.1,9.16
1405,33.12,7.5
1406,33.14,7.5
1407,33.16,6.66
1408,33.18,9.16
1409,33.2,8.33
1410,33.22,6.66
1411,33.24,11.6
1412,33.26,6.66
1413,33.28,6.66
1414,33.3,8.33
1415,33.32,7.5
1416,33.34,8.33
1417,33.36,5.83
1418,33.38,10.8
1419,33.4,5.83
1420,33.42,10.8
1421,33.44,7.5
1422,33.46,5.0
1423,33.48,11.6
1424,33.5,10.0
1425,33.52,5.0
1426,33.54,5.0
1427,33.56,5.0
1428,33.58,11.6
1429,33.6,3.33
1430,33.62,7.5
1431,33.64,11.6
1432,33.66,5.0
1433,33.68,9.16
1434,33.7,13.3
1435,33.72,10.0
1436,33.74,5.0
1437,33.76,10.8
1438,33.78,7.5
1439,33.8,5.0
1440,33.82,5.0
1441,33.84,7.5
1442,33.86,11.6
1443,33.88,6.66
1444,33.9,6.66
1445,33.92,7.5
1446,33.94,10.0
1447,33.96,5.83
1448,33.98,5.0
1449,34.0,6.66
1450,34.02,13.3
1451,34.04,4.16
1452,34.06,11.6
1453,34.08,7.5
1454,34.1,12.5
1455,34.12,10.8
1456,34.14,10.8
1457,34.16,8.33
1458,34.18,1.66
1459,34.2,10.8
1460,34.22,12.5
1461,34.24,8.33
1462,34.26,5.0
1463,34.28,10.0
1464,34.3,10.8
1465,34.32,11.6
1466,34.34,10.0
1467,34.36,7.5
1468,34.38,5.83
1469,34.4,10.0
1470,34.42,8.33
1471,34.44,5.83
1472,34.46,8.33
1473,34.48,13.3
1474,34.5,13.3
1475,34.52,7.5
1476,34.54,6.66
1477,34.56,9.16
1478,34.58,5.83
1479,34.6,14.1
1480,34.62,5.83
1481,34.64,9.16
1482,34.66,4.16
1483,34.68,6.66
1484,34.7,11.6
1485,34.72,10.0
1486,34.74,12.5
1487,34.76,10.0
1488,34.78,10.8
1489,34.8,9.16
1490,34.82,4.16
1491,34.84,15.0
1492,34.86,14.1
1493,34.88,8.33
1494,34.9,7.5
1495,34.92,10.8
1496,34.94,9.16
1497,34.96,7.5
1498,34.98,8.33
1499,35.0,5.0
1500,35.02,10.0
1501,35.04,7.5
1502,35.06,8.33
1503,35.08,10.8
1504,35.1,5.83
1505,35.12,9.16
1506,35.14,8.33
1507,35.16,10.0
1508,35.18,6.66
1509,35.2,4.16
1510,35.22,6.66
1511,35.24,8.33
1512,35.26,10.0
1513,35.28,12.5
1514,35.3,8.33
1515,35.32,9.16
1516,35.34,6.66
1517,35.36,7.5
1518,35.38,10.0
1519,35.4,11.6
1520,35.42,12.5
1521,35.44,14.1
1522,35.46,5.83
1523,35.48,6.66
1524,35.5,5.83
1525,35.52,10.8
1526,35.54,6.66
1527,35.56,9.16
1528,35.58,8.33
1529,35.6,14.1
1530,35.62,10.8
1531,35.64,3.33
1532,35.66,6.66
1533,35.68,9.16
1534,35.7,11.6
1535,35.72,9.16
1536,35.74,11.6
1537,35.76,8.33
1538,35.78,10.0
1539,35.8,6.66
1540,35.82,9.16
1541,35.84,17.5
1542,35.86,4.16
1543,35.88,5.0
1544,35.9,4.16
1545,35.92,7.5
1546,35.94,5.0
1547,35.96,9.16
1548,35.98,10.0
1549,36.0,6.66
1550,36.02,10.8
1551,36.04,7.5
1552,36.06,5.0
1553,36.08,8.33
1554,36.1,7.5
1555,36.12,10.8
1556,36.14,10.0
1557,36.16,6.66
1558,36.18,9.16
1559,36.2,6.66
1560,36.22,5.83
1561,36.24,6.66
1562,36.26,9.16
1563,36.28,14.1
1564,36.3,10.0
1565,36.32,2.5
1566,36.34,4.16
1567,36.36,5.83
1568,36.38,7.5
1569,36.4,3.33
1570,36.42,5.83
1571,36.44,6.66
1572,36.46,11.6
1573,36.48,10.0
1574,36.5,8.33
1575,36.52,7.5
1576,36.54,14.1
1577,36.56,10.8
1578,36.58,12.5
1579,36.6,10.8
1580,36.62,14.1
1581,36.64,6.66
1582,36.66,10.8
1583,36.68,10.0
1584,36.7,9.16
1585,36.72,5.83
1586,36.74,6.66
1587,36.76,7.5
1588,36.78,5.83
1589,36.8,9.16
1590,36.82,3.33
1591,36.84,7.5
1592,36.86,5.83
1593,36.88,7.5
1594,36.9,8.33
1595,36.92,8.33
1596,36.94,5.83
1597,36.96,8.33
1598,36.98,10.0
1599,37.0,5.83
1600,37.02,9.16
1601,37.04,8.33
1602,37.06,8.33
1603,37.08,8.33
1604,37.1,10.8
1605,37.12,9.16
1606,37.14,10.0
1607,37.16,8.33
1608,37.18,12.5
1609,37.2,5.0
1610,37.22,8.33
1611,37.24,7.5
1612,37.26,5.83
1613,37.28,7.5
1614,37.3,6.66
1615,37.32,9.16
1616,37.34,8.33
1617,37.36,4.16
1618,37.38,7.5
1619,37.4,6.66
1620,37.42,11.6
1621,37.44,8.33
1622,37.46,8.33
1623,37.48,4.16
1624,37.5,6.66
1625,37.52,9.16
1626,37.54,7.5
1627,37.56,10.0
1628,37.58,6.66
1629,37.6,4.16
1630,37.62,5.83
1631,37.64,7.5
1632,37.66,7.5
1633,37.68,7.5
1634,37.7,7.5
1635,37.72,10.0
1636,37.74,5.83
1637,37.76,5.83
1638,37.78,5.0
1639,37.8,5.83
1640,37.82,7.5
1641,37.84,7.5
1642,37.86,6.66
1643,37.88,4.16
1644,37.9,6.66
1645,37.92,7.5
1646,37.94,9.16
1647,37.96,6.66
1648,37.98,6.66
1649,38.0,10.0
1650,38.02,5.0
1651,38.04,6.66
1652,38.06,6.66
1653,38.08,7.5
1654,38.1,4.16
1655,38.12,4.16
1656,38.14,10.8
1657,38.16,7.5
1658,38.18,7.5
1659,38.2,11.6
1660,38.22,5.0
1661,38.24,7.5
1662,38.26,10.8
1663,38.28,11.6
1664,38.3,7.5
1665,38.32,9.16
1666,38.34,8.33
1667,38.36,7.5
1668,38.38,2.5
1669,38.4,6.66
1670,38.42,11.6
1671,38.44,5.0
1672,38.46,6.66
1673,38.48,8.33
1674,38.5,12.5
1675,38.52,9.16
1676,38.54,6.66
1677,38.56,5.0
1678,38.58,8.33
1679,38.6,7.5
1680,38.62,7.5
1681,38.64,6.66
1682,38.66,4.16
1683,38.68,8.33
1684,38.7,4.16
1685,38.72,4.16
1686,38.74,7.5
1687,38.76,5.83
1688,38.78,9.16
1689,38.8,6.66
1690,38.82,5.0
1691,38.84,4.16
1692,38.86,10.0
1693,38.88,6.66
1694,38.9,4.16
1695,38.92,7.5
1696,38.94,12.5
1697,38.96,6.66
1698,38.98,7.5
1699,39.0,5.0
1700,39.02,8.33
1701,39.04,5.0
1702,39.06,9.16
1703,39.08,10.0
1704,39.1,7.5
1705,39.12,8.33
1706,39.14,5.83
1707,39.16,9.16
1708,39.18,5.0
1709,39.2,6.66
1710,39.22,8.33
1711,39.24,8.33
1712,39.26,6.66
1713,39.28,8.33
1714,39.3,12.5
1715,39.32,10.0
1716,39.34,6.66
1717,39.36,14.1
1718,39.38,5.83
1719,39.4,4.16
1720,39.42,12.5
1721,39.44,5.0
1722,39.46,7.5
1723,39.48,6.66
1724,39.5,6.66
1725,39.52,7.5
1726,39.54,9.16
1727,39.56,5.0
1728,39.58,8.33
1729,39.6,10.0
1730,39.62,6.66
1731,39.64,10.0
1732,39.66,3.33
1733,39.68,7.5
1734,39.7,7.5
1735,39.72,12.5
1736,39.74,4.16
1737,39.76,7.5
1738,39.78,10.0
1739,39.8,7.5
1740,39.82,9.16
1741,39.84,10.0
1742,39.86,6.66
1743,39.88,5.83
1744,39.9,4.16
1745,39.92,5.83
1746,39.94,5.83
1747,39.96,10.0
1748,39.98,5.0
1749,40.0,7.5
1750,40.02,10.0
1751,40.04,5.0
1752,40.06,8.33
1753,40.08,11.6
1754,40.1,6.66
1755,40.12,5.83
1756,40.14,8.33
1757,40.16,5.0
1758,40.18,5.0
1759,40.2,10.0
1760,40.22,2.5
1761,40.24,6.66
1762,40.26,5.83
1763,40.28,5.0
1764,40.3,9.16
1765,40.32,8.33
1766,40.34,13.3
1767,40.36,12.5
1768,40.38,8.33
1769,40.4,6.66
1770,40.42,9.16
1771,40.44,5.0
1772,40.46,9.16
1773,40.48,8.33
1774,40.5,9.16
1775,40.52,4.16
1776,40.54,9.16
1777,40.56,10.0
1778,40.58,6.66
1779,40.6,8.33
1780,40.62,9.16
1781,40.64,5.83
1782,40.66,10.0
1783,40.68,4.16
1784,40.7,6.66
1785,40.72,6.66
1786,40.74,3.33
1787,40.76,9.16
1788,40.78,7.5
1789,40.8,5.83
1790,40.82,5.83
1791,40.84,6.66
1792,40.86,11.6
1793,40.88,5.83
1794,40.9,7.5
1795,40.92,5.0
1796,40.94,6.66
1797,40.96,6.66
1798,40.98,5.83
1799,41.0,7.5
1800,41.02,5.0
1801,41.04,4.16
1802,41.06,10.0
1803,41.08,3.33
1804,41.1,6.66
1805,41.12,10.8
1806,41.14,4.16
1807,41.16,6.66
1808,41.18,9.16
1809,41.2,7.5
1810,41.22,7.5
1811,41.24,6.66
1812,41.26,10.0
1813,41.28,9.16
1814,41.3,3.33
1815,41.32,3.33
1816,41.34,6.66
1817,41.36,10.8
1818,41.38,8.33
1819,41.4,8.33
1820,41.42,6.66
1821,41.44,13.3
1822,41.46,5.83
1823,41.48,1.66
1824,41.5,5.83
1825,41.52,5.83
1826,41.54,5.0
1827,41.56,4.16
1828,41.58,5.0
1829,41.6,10.0
1830,41.62,5.0
1831,41.64,11.6
1832,41.66,11.6
1833,41.68,6.66
1834,41.7,4.16
1835,41.72,5.83
1836,41.74,5.83
1837,41.76,7.5
1838,41.78,8.33
1839,41.8,6.66
1840,41.82,5.83
1841,41.84,5.0
1842,41.86,5.0
1843,41.88,7.5
1844,41.9,5.0
1845,41.92,4.16
1846,41.94,9.16
1847,41.96,7.5
1848,41.98,9.16
1849,42.0,5.83
1850,42.02,5.83
1851,42.04,9.16
1852,42.06,10.8
1853,42.08,5.83
1854,42.1,5.0
1855,42.12,10.0
1856,42.14,5.0
1857,42.16,5.83
1858,42.18,10.8
1859,42.2,5.83
1860,42.22,7.5
1861,42.24,5.83
1862,42.26,9.16
1863,42.28,5.0
1864,42.3,10.0
1865,42.32,7.5
1866,42.34,9.16
1867,42.36,11.6
1868,42.38,9.16
1869,42.4,11.6
1870,42.42,10.0
1871,42.44,7.5
1872,42.46,5.83
1873,42.48,5.83
1874,42.5,6.66
1875,42.52,9.16
1876,42.54,8.33
1877,42.56,4.16
1878,42.58,7.5
1879,42.6,7.5
1880,42.62,5.83
1881,42.64,9.16
1882,42.66,9.16
1883,42.68,7.5
1884,42.7,4.16
1885,42.72,7.5
1886,42.74,7.5
1887,42.76,5.83
1888,42.78,10.0
1889,42.8,10.0
1890,42.82,8.33
1891,42.84,10.8
1892,42.86,7.5
1893,42.88,5.83
1894,42.9,6.66
1895,42.92,8.33
1896,42.94,5.0
1897,42.96,8.33
1898,42.98,5.0
1899,43.0,7.5
1900,43.02,4.16
1901,43.04,3.33
1902,43.06,9.16
1903,43.08,6.66
1904,43.1,8.33
1905,43.12,10.0
1906,43.14,7.5
1907,43.16,6.66
1908,43.18,10.0
1909,43.2,9.16
1910,43.22,8.33
1911,43.24,7.5
1912,43.26,6.66
1913,43.28,5.83
1914,43.3,7.5
1915,43.32,8.33
1916,43.34,12.5
1917,43.36,1.66
1918,43.38,5.0
1919,43.4,6.66
1920,43.42,5.83
1921,43.44,7.5
1922,43.46,7.5
1923,43.48,6.66
1924,43.5,8.33
1925,43.52,5.0
1926,43.54,6.66
1927,43.56,4.16
1928,43.58,5.83
1929,43.6,7.5
1930,43.62,5.83
1931,43.64,9.16
1932,43.66,6.66
1933,43.68,7.5
1934,43.7,9.16
1935,43.72,5.83
1936,43.74,8.33
1937,43.76,5.83
1938,43.78,3.33
1939,43.8,7.5
1940,43.82,4.16
1941,43.84,3.33
1942,43.86,9.16
1943,43.88,7.5
1944,43.9,8.33
1945,43.92,6.66
1946,43.94,4.16
1947,43.96,8.33
1948,43.98,6.66
1949,44.0,7.5
1950,44.02,9.16
1951,44.04,6.66
1952,44.06,6.66
1953,44.08,10.0
1954,44.1,7.5
1955,44.12,11.6
1956,44.14,5.83
1957,44.16,9.16
1958,44.18,6.66
1959,44.2,7.5
1960,44.22,7.5
1961,44.24,5.0
1962,44.26,7.5
1963,44.28,6.66
1964,44.3,3.33
1965,44.32,6.66
1966,44.34,5.83
1967,44.36,6.66
1968,44.38,9.16
1969,44.4,5.0
1970,44.42,10.0
1971,44.44,6.66
1972,44.46,4.16
1973,44.48,7.5
1974,44.5,5.83
1975,44.52,7.5
1976,44.54,9.16
1977,44.56,5.0
1978,44.58,2.5
1979,44.6,5.83
1980,44.62,5.0
1981,44.64,6.66
1982,44.66,5.0
1983,44.68,6.66
1984,44.7,7.5
1985,44.72,7.5
1986,44.74,7.5
1987,44.76,8.33
1988,44.78,4.16
1989,44.8,7.5
1990,44.82,8.33
1991,44.84,5.0
1992,44.86,9.16
1993,44.88,5.83
1994,44.9,5.0
1995,44.92,5.83
1996,44.94,3.33
1997,44.96,11.6
1998,44.98,5.83
1999,45.0,5.0
2000,45.02,10.8
2001,45.04,10.0
2002,45.06,7.5
2003,45.08,5.83
2004,45.1,9.16
2005,45.12,6.66
2006,45.14,10.0
2007,45.16,3.33
2008,45.18,4.16
2009,45.2,7.5
2010,45.22,6.66
2011,45.24,3.33
2012,45.26,5.0
2013,45.28,7.5
2014,45.3,9.16
2015,45.32,13.3
2016,45.34,2.5
2017,45.36,8.33
2018,45.38,5.83
2019,45.4,6.66
2020,45.42,5.83
2021,45.44,5.0
2022,45.46,6.66
2023,45.48,8.33
2024,45.5,5.83
2025,45.52,5.83
2026,45.54,5.83
2027,45.56,4.16
2028,45.58,10.0
2029,45.6,3.33
2030,45.62,7.5
2031,45.64,6.66
2032,45.66,4.16
2033,45.68,7.5
2034,45.7,7.5
2035,45.72,5.83
2036,45.74,8.33
2037,45.76,3.33
2038,45.78,4.16
2039,45.8,5.0
2040,45.82,5.0
2041,45.84,14.1
2042,45.86,8.33
2043,45.88,5.0
2044,45.9,6.66
2045,45.92,2.5
2046,45.94,5.83
2047,45.96,5.83
2048,45.98,5.83
2049,46.0,2.5
2050,46.02,5.83
2051,46.04,4.16
2052,46.06,4.16
2053,46.08,5.83
2054,46.1,1.66
2055,46.12,10.0
2056,46.14,1.66
2057,46.16,6.66
2058,46.18,10.8
2059,46.2,5.0
2060,46.22,10.0
2061,46.24,8.33
2062,46.26,10.0
2063,46.28,3.33
2064,46.3,5.83
2065,46.32,4.16
2066,46.34,8.33
2067,46.36,3.33
2068,46.38,8.33
2069,46.4,5.83
2070,46.42,5.0
2071,46.44,4.16
2072,46.46,3.33
2073,46.48,8.33
2074,46.5,5.83
2075,46.52,4.16
2076,46.54,5.83
2077,46.56,10.8
2078,46.58,6.66
2079,46.6,5.83
2080,46.62,6.66
2081,46.64,10.8
2082,46.66,4.16
2083,46.68,8.33
2084,46.7,2.5
2085,46.72,1.66
2086,46.74,3.33
2087,46.76,6.66
2088,46.78,5.83
2089,46.8,1.66
2090,46.82,3.33
2091,46.84,3.33
2092,46.86,12.5
2093,46.88,9.16
2094,46.9,5.83
2095,46.92,5.0
2096,46.94,4.16
2097,46.96,4.16
2098,46.98,5.83
2099,47.0,2.5
2100,47.02,5.83
2101,47.04,5.83
2102,47.06,9.16
2103,47.08,5.0
2104,47.1,4.16
2105,47.12,14.1
2106,47.14,8.33
2107,47.16,7.5
2108,47.18,7.5
2109,47.2,10.8
2110,47.22,5.83
2111,47.24,3.33
2112,47.26,5.0
2113,47.28,7.5
2114,47.3,5.83
2115,47.32,9.16
2116,47.34,6.66
2117,47.36,5.83
2118,47.38,5.83
2119,47.4,8.33
2120,47.42,5.0
2121,47.44,5.83
2122,47.46,5.83
2123,47.48,9.16
2124,47.5,9.16
2125,47.52,8.33
2126,47.54,5.83
2127,47.56,6.66
2128,47.58,5.83
2129,47.6,10.0
2130,47.62,7.5
2131,47.64,4.16
2132,47.66,5.0
2133,47.68,8.33
2134,47.7,4.16
2135,47.72,2.5
2136,47.74,4.16
2137,47.76,4.16
2138,47.78,5.83
2139,47.8,8.33
2140,47.82,10.0
2141,47.84,6.66
2142,47.86,6.66
2143,47.88,5.83
2144,47.9,7.5
2145,47.92,6.66
2146,47.94,6.66
2147,47.96,7.5
2148,47.98,6.66
2149,48.0,9.16
2150,48.02,8.33
2151,48.04,6.66
2152,48.06,5.83
2153,48.08,5.0
2154,48.1,9.16
2155,48.12,9.16
2156,48.14,3.33
2157,48.16,9.16
2158,48.18,5.0
2159,48.2,6.66
2160,48.22,5.0
2161,48.24,5.83
2162,48.26,9.16
2163,48.28,4.16
2164,48.3,7.5
2165,48.32,3.33
2166,48.34,3.33
2167,48.36,3.33
2168,48.38,7.5
2169,48.4,2.5
2170,48.42,8.33
2171,48.44,2.5
2172,48.46,3.33
2173,48.48,2.5
2174,48.5,7.5
2175,48.52,3.33
2176,48.54,4.16
2177,48.56,5.0
2178,48.58,5.0
2179,48.6,5.0
2180,48.62,1.66
2181,48.64,4.16
2182,48.66,6.66
2183,48.68,4.16
2184,48.7,5.0
2185,48.72,10.0
2186,48.74,2.5
2187,48.76,5.0
2188,48.78,3.33
2189,48.8,10.8
2190,48.82,5.0
2191,48.84,1.66
2192,48.86,4.16
2193,48.88,1.66
2194,48.9,3.33
2195,48.92,3.33
2196,48.94,3.33
2197,48.96,7.5
2198,48.98,7.5
2199,49.0,7.5
2200,49.02,8.33
2201,49.04,4.16
2202,49.06,9.16
2203,49.08,3.33
2204,49.1,5.0
2205,49.12,10.0
2206,49.14,6.66
2207,49.16,6.66
2208,49.18,6.66
2209,49.2,9.16
2210,49.22,3.33
2211,49.24,5.83
2212,49.26,3.33
2213,49.28,2.5
2214,49.3,8.33
2215,49.32,7.5
2216,49.34,8.33
2217,49.36,7.5
2218,49.38,5.0
2219,49.4,4.16
2220,49.42,4.16
2221,49.44,1.66
2222,49.46,5.0
2223,49.48,5.0
2224,49.5,5.83
2225,49.52,4.16
2226,49.54,4.16
2227,49.56,1.66
2228,49.58,7.5
2229,49.6,7.5
2230,49.62,3.33
2231,49.64,7.5
2232,49.66,7.5
2233,49.68,5.0
2234,49.7,5.0
2235,49.72,5.83
2236,49.74,5.83
2237,49.76,5.83
2238,49.78,5.83
2239,49.8,4.16
2240,49.82,7.5
2241,49.84,15.0
2242,49.86,5.0
2243,49.88,5.83
2244,49.9,4.16
2245,49.92,5.83
2246,49.94,3.33
2247,49.96,5.0
2248,49.98,5.83
2249,50.0,7.5
2250,50.02,4.16
2251,50.04,5.0
2252,50.06,10.8
2253,50.08,5.83
2254,50.1,4.16
2255,50.12,5.83
2256,50.14,6.66
2257,50.16,6.66
2258,50.18,3.33
2259,50.2,1.66
2260,50.22,3.33
2261,50.24,3.33
2262,50.26,3.33
2263,50.28,7.5
2264,50.3,6.66
2265,50.32,5.0
2266,50.34,6.66
2267,50.36,0.83
2268,50.38,8.33
2269,50.4,5.0
2270,50.42,5.0
2271,50.44,3.33
2272,50.46,5.0
2273,50.48,4.16
2274,50.5,3.33
2275,50.52,5.83
2276,50.54,4.16
2277,50.56,7.5
2278,50.58,6.66
2279,50.6,4.16
2280,50.62,2.5
2281,50.64,5.83
2282,50.66,4.16
2283,50.68,5.0
2284,50.7,5.0
2285,50.72,1.66
2286,50.74,6.66
2287,50.76,4.16
2288,50.78,5.0
2289,50.8,6.66
2290,50.82,2.5
2291,50.84,5.0
2292,50.86,3.33
2293,50.88,4.16
2294,50.9,4.16
2295,50.92,5.0
2296,50.94,3.33
2297,50.96,4.16
2298,50.98,10.0
2299,51.0,9.16
2300,51.02,9.16
2301,51.04,3.33
2302,51.06,3.33
2303,51.08,4.16
2304,51.1,8.33
2305,51.12,5.83
2306,51.14,3.33
2307,51.16,4.16
2308,51.18,2.5
2309,51.2,8.33
2310,51.22,6.66
2311,51.24,5.0
2312,51.26,3.33
2313,51.28,5.0
2314,51.3,4.16
2315,51.32,3.33
2316,51.34,5.0
2317,51.36,6.66
2318,51.38,5.83
2319,51.4,4.16
2320,51.42,5.83
2321,51.44,8.33
2322,51.46,4.16
2323,51.48,3.33
2324,51.5,4.16
2325,51.52,1.66
2326,51.54,5.0
2327,51.56,4.16
2328,51.58,7.5
2329,51.6,8.33
2330,51.62,6.66
2331,51.64,1.66
2332,51.66,4.16
2333,51.68,5.0
2334,51.7,5.0
2335,51.72,4.16
2336,51.74,3.33
2337,51.76,9.16
2338,51.78,3.33
2339,51.8,4.16
2340,51.82,8.33
2341,51.84,5.0
2342,51.86,4.16
2343,51.88,2.5
2344,51.9,3.33
2345,51.92,4.16
2346,51.94,3.33
2347,51.96,6.66
2348,51.98,3.33
2349,52.0,9.16
2350,52.02,10.8
2351,52.04,4.16
2352,52.06,4.16
2353,52.08,5.83
2354,52.1,7.5
2355,52.12,4.16
2356,52.14,5.0
2357,52.16,11.6
2358,52.18,6.66
2359,52.2,3.33
2360,52.22,4.16
2361,52.24,1.66
2362,52.26,3.33
2363,52.28,4.16
2364,52.3,2.5
2365,52.32,5.83
2366,52.34,3.33
2367,52.36,4.16
2368,52.38,5.83
2369,52.4,5.83
2370,52.42,0.83
2371,52.44,5.83
2372,52.46,7.5
2373,52.48,7.5
2374,52.5,7.5
2375,52.52,1.66
2376,52.54,7.5
2377,52.56,4.16
2378,52.58,5.83
2379,52.6,4.16
2380,52.62,8.33
2381,52.64,3.33
2382,52.66,3.33
2383,52.68,6.66
2384,52.7,7.5
2385,52.72,4.16
2386,52.74,5.83
2387,52.76,2.5
2388,52.78,5.0
2389,52.8,3.33
2390,52.82,5.83
2391,52.84,6.66
2392,52.86,3.33
2393,52.88,4.16
2394,52.9,3.33
2395,52.92,5.0
2396,52.94,4.16
2397,52.96,4.16
2398,52.98,5.0
2399,53.0,6.66
2400,53.02,1.66
2401,53.04,8.33
2402,53.06,6.66
2403,53.08,1.66
2404,53.1,0.0
2405,53.12,3.33
2406,53.14,5.0
2407,53.16,6.66
2408,53.18,3.33
2409,53.2,4.16
2410,53.22,10.8
2411,53.24,3.33
2412,53.26,3.33
2413,53.28,5.83
2414,53.3,6.66
2415,53.32,3.33
2416,53.34,3.33
2417,53.36,5.0
2418,53.38,5.83
2419,53.4,4.16
2420,53.42,5.0
2421,53.44,5.83
2422,53.46,5.83
2423,53.48,5.83
2424,53.5,3.33
2425,53.52,5.83
2426,53.54,5.0
2427,53.56,5.0
2428,53.58,7.5
2429,53.6,4.16
2430,53.62,5.0
2431,53.64,3.33
2432,53.66,5.83
2433,53.68,2.5
2434,53.7,6.66
2435,53.72,2.5
2436,53.74,7.5
2437,53.76,4.16
2438,53.78,3.33
2439,53.8,1.66
2440,53.82,2.5
2441,53.84,5.0
2442,53.86,5.0
2443,53.88,5.83
2444,53.9,4.16
2445,53.92,7.5
2446,53.94,7.5
2447,53.96,4.16
2448,53.98,5.0
2449,54.0,5.0
2450,54.02,3.33
2451,54.04,2.5
2452,54.06,7.5
2453,54.08,4.16
2454,54.1,5.0
2455,54.12,3.33
2456,54.14,5.83
2457,54.16,2.5
2458,54.18,4.16
2459,54.2,7.5
2460,54.22,5.0
2461,54.24,5.0
2462,54.26,2.5
2463,54.28,4.16
2464,54.3,2.5
2465,54.32,4.16
2466,54.34,1.66
2467,54.36,4.16
2468,54.38,2.5
2469,54.4,8.33
2470,54.42,7.5
2471,54.44,0.83
2472,54.46,5.83
2473,54.48,4.16
2474,54.5,5.0
2475,54.52,8.33
2476,54.54,3.33
2477,54.56,7.5
2478,54.58,5.0
2479,54.6,3.33
2480,54.62,1.66
2481,54.64,5.83
2482,54.66,4.16
2483,54.68,4.16
2484,54.7,5.83
2485,54.72,5.0
2486,54.74,5.0
2487,54.76,7.5
2488,54.78,8.33
2489,54.8,6.66
2490,54.82,4.16
2491,54.84,2.5
2492,54.86,5.0
2493,54.88,5.83
2494,54.9,6.66
2495,54.92,5.83
2496,54.94,6.66
2497,54.96,5.83
2498,54.98,4.16
2499,55.0,8.33
2500,55.02,5.0
2501,55.04,6.66
2502,55.06,7.5
2503,55.08,4.16
2504,55.1,5.0
2505,55.12,4.16
2506,55.14,7.5
2507,55.16,8.33
2508,55.18,4.16
2509,55.2,7.5
2510,55.22,5.0
2511,55.24,5.0
2512,55.26,9.16
2513,55.28,3.33
2514,55.3,7.5
2515,55.32,5.0
2516,55.34,2.5
2517,55.36,1.66
2518,55.38,3.33
2519,55.4,3.33
2520,55.42,2.5
2521,55.44,3.33
2522,55.46,5.83
2523,55.48,4.16
2524,55.5,5.0
2525,55.52,2.5
2526,55.54,5.83
2527,55.56,5.83
2528,55.58,3.33
2529,55.6,1.66
2530,55.62,5.83
2531,55.64,3.33
2532,55.66,2.5
2533,55.68,4.16
2534,55.7,8.33
2535,55.72,6.66
2536,55.74,5.83
2537,55.76,5.0
2538,55.78,7.5
2539,55.8,4.16
2540,55.82,7.5
2541,55.84,7.5
2542,55.86,1.66
2543,55.88,10.0
2544,55.9,4.16
2545,55.92,8.33
2546,55.94,2.5
2547,55.96,5.0
2548,55.98,5.0
2549,56.0,4.16
2550,56.02,3.33
2551,56.04,5.0
2552,56.06,6.66
2553,56.08,4.16
2554,56.1,2.5
2555,56.12,4.16
2556,56.14,5.0
2557,56.16,3.33
2558,56.18,3.33
2559,56.2,3.33
2560,56.22,4.16
2561,56.24,4.16
2562,56.26,3.33
2563,56.28,4.16
2564,56.3,3.33
2565,56.32,2.5
2566,56.34,7.5
2567,56.36,2.5
2568,56.38,1.66
2569,56.4,10.0
2570,56.42,3.33
2571,56.44,2.5
2572,56.46,5.0
2573,56.48,5.0
2574,56.5,5.83
2575,56.52,3.33
2576,56.54,6.66
2577,56.56,2.5
2578,56.58,6.66
2579,56.6,2.5
2580,56.62,3.33
2581,56.64,3.33
2582,56.66,5.83
2583,56.68,2.5
2584,56.7,3.33
2585,56.72,8.33
2586,56.74,3.33
2587,56.76,5.83
2588,56.78,9.16
2589,56.8,5.0
2590,56.82,5.83
2591,56.84,5.0
2592,56.86,1.66
2593,56.88,4.16
2594,56.9,3.33
2595,56.92,7.5
2596,56.94,9.16
2597,56.96,3.33
2598,56.98,3.33
2599,57.0,4.16
2600,57.02,6.66
2601,57.04,5.0
2602,57.06,2.5
2603,57.08,6.66
2604,57.1,2.5
2605,57.12,5.0
2606,57.14,4.16
2607,57.16,7.5
2608,57.18,5.0
2609,57.2,4.16
2610,57.22,4.16
2611,57.24,5.0
2612,57.26,6.66
2613,57.28,7.5
2614,57.3,4.16
2615,57.32,3.33
2616,57.34,8.33
2617,57.36,4.16
2618,57.38,5.83
2619,57.4,5.0
2620,57.42,6.66
2621,57.44,4.16
2622,57.46,6.66
2623,57.48,5.83
2624,57.5,4.16
2625,57.52,1.66
2626,57.54,4.16
2627,57.56,3.33
2628,57.58,4.16
2629,57.6,7.5
2630,57.62,5.83
2631,57.64,4.16
2632,57.66,6.66
